###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done using the COG gather method
#
#     time		Angle%1:1-2,6		Angle%1:3,1-2		Angle%1:3,1,4		PeriodicTorsion%1:4,1-2,6		
    0.000000000		114.453		110.128		107.164		-1.94019		
    0.020000000		113.072		108.609		114.361		19.3298		
    0.040000000		109.777		101.428		115.621		16.5307		
    0.060000000		102.978		101.802		106.032		24.1109		
    0.080000000		109.323		102.68		110.906		66.1382		
    0.100000000		115.336		105.787		114.564		59.0082		
    0.120000000		114.1		113.981		113.244		57.2553		
    0.140000000		119.121		101.608		107.863		69.3543		
    0.160000000		111.543		103.339		108.128		73.1513		
    0.180000000		104.168		107.361		114.753		90.8879		
    0.200000000		105.199		100.219		114.614		81.2431		
    0.220000000		108.477		105.049		109.424		62.2802		
    0.240000000		116.45		105.71		107.892		65.1905		
    0.260000000		115.309		104.25		112.121		51.928		
    0.280000000		108.406		107.134		113.516		38.5789		
    0.300000000		103.432		104.237		110.857		21.1559		
    0.320000000		108.027		103.511		112.363		-10.068		
    0.340000000		111.764		105.297		111.843		-22.6253		
    0.360000000		115.6		107.281		111.207		-42.4087		
    0.380000000		110.319		114.008		111.058		-60.4224		
    0.400000000		104.8		113.013		108.79		-61.9072		
    0.420000000		106.876		106.897		112.425		-77.1063		
    0.440000000		111.97		107.212		115.32		-92.063		
    0.460000000		109.715		109.039		114.611		-76.6356		
    0.480000000		107.941		111.978		109.103		-50.9931		
    0.500000000		106.883		113.935		104.477		-33.4956		
    0.520000000		112.676		107.53		107.475		-19.1649		
    0.540000000		113.93		105.777		117.842		-43.5494		
    0.560000000		107.281		104.985		118.43		-44.9605		
    0.580000000		105.946		110.004		108.653		-41.8696		
    0.600000000		106.784		114.362		99.763		-59.9262		
    0.620000000		113.362		112.08		108.449		-61.4163		
    0.640000000		117.824		106.39		121.73		-75.2805		
    0.660000000		108.928		106.205		117.995		-85.6989		
    0.680000000		107.064		113.083		103.889		-89.0178		
    0.700000000		106.314		114.857		100.42		-84.3051		
    0.720000000		112.285		109.654		114.739		-70.1368		
    0.740000000		121.474		105.084		124.167		-68.1178		
    0.760000000		115.907		108		111.155		-73.8915		
    0.780000000		102.207		114.869		99.7775		-58.0414		
    0.800000000		101.103		111.305		110.263		-56.9846		
    0.820000000		104.933		106.53		120.688		-53.2517		
    0.840000000		116.021		102.727		116.214		-8.00595		
    0.860000000		115.023		106.607		103.571		44.9874		
    0.880000000		110.175		112.328		104.025		73.7882		
    0.900000000		107.591		102.567		113.911		61.3103		
    0.920000000		102.815		101.725		115.486		56.295		
    0.940000000		104.926		103.467		112.303		77.8533		
    0.960000000		113.24		100.133		108.016		87.1427		
    0.980000000		110.157		110.307		110.492		80.7239		
    1.000000000		111.209		107.729		112.861		52.037		
    1.020000000		109.52		103.663		109.255		69.3633		
    1.040000000		106.546		103.941		107.728		82.7368		
    1.060000000		106.633		99.7786		111.722		88.6751		
    1.080000000		107.051		101.691		116.609		73.5206		
    1.100000000		106.486		107.907		112.218		80.0935		
    1.120000000		112.242		106.917		104.268		110.207		
    1.140000000		112.636		108.744		106.13		105.469		
    1.160000000		109.845		108.523		115.536		77.6595		
    1.180000000		108.17		98.6231		118.499		76.2543		
    1.200000000		102.872		100.54		109.088		95.8313		
    1.220000000		103.245		107.602		101.944		101.149		
    1.240000000		116.285		105.004		110.753		87.1746		
    1.260000000		118.788		107.108		119.624		56.3844		
    1.280000000		109.541		104.956		113.195		77.5249		
    1.300000000		101.604		101.545		103.033		105.107		
    1.320000000		99.8804		106.801		106.401		58.7856		
    1.340000000		113.692		99.6301		115.386		56.8304		
    1.360000000		117.711		100.17		120.636		43.674		
    1.380000000		106.941		108.299		109.396		69.1602		
    1.400000000		101.587		102.596		101.26		71.8144		
    1.420000000		102.056		104.277		108.611		63.397		
    1.440000000		108.783		109.553		117.099		91.703		
    1.460000000		119.856		98.2699		114.377		77.9284		
    1.480000000		112.932		108.132		107.892		75.783		
    1.500000000		106.627		109.42		103.683		84.3572		
    1.520000000		103.613		102.767		110.195		71.8202		
    1.540000000		105.002		107.688		115.494		61.9153		
    1.560000000		107.63		99.6908		112.114		69.0688		
    1.580000000		109.079		99.6654		109.939		41.366		
    1.600000000		106.311		110.816		107.839		57.0451		
    1.620000000		110.86		104.68		108.856		45.7397		
    1.640000000		110.083		106.802		111.904		47.5874		
    1.660000000		110.444		107.497		111.247		49.6321		
    1.680000000		113.308		99.5405		107.081		60.8828		
    1.700000000		110.752		105.589		110.448		67.2191		
    1.720000000		110.445		104.473		114.825		55.8583		
    1.740000000		108.598		102.115		113.58		69.6502		
    1.760000000		113.703		106.346		110.026		60.2044		
    1.780000000		114.175		105.143		109.727		80.8165		
    1.800000000		111.436		102.866		114.323		56.9514		
    1.820000000		106.623		106.92		116.867		60.8569		
    1.840000000		104.689		102.148		112.356		66.3203		
    1.860000000		104.22		103.734		109.226		78.0249		
    1.880000000		106.852		106.409		111.347		90.8076		
    1.900000000		109.789		101.767		113.445		75.5445		
    1.920000000		112.301		107.476		112.91		65.1051		
    1.940000000		114.266		105.478		107.4		62.3735		
    1.960000000		112.536		103.05		108.563		52.6421		
    1.980000000		108.288		110.676		110.481		45.03		
    2.000000000		108.022		104.419		113.625		48.3414		
    2.020000000		108.232		101.019		112.213		65.1659		
    2.040000000		105.251		108.487		108.102		70.6638		
    2.060000000		110.08		101.18		110.632		85.3778		
    2.080000000		110.773		103.484		114.686		89.4261		
    2.100000000		109.955		110.387		114.626		78.876		
    2.120000000		113.214		100.951		106.417		88.1678		
    2.140000000		108.302		107.999		105.228		105.173		
    2.160000000		107.66		106.209		113.614		96.3892		
    2.180000000		108.97		96.6177		117.713		67.0397		
    2.200000000		104.971		106.219		111.791		69.2242		
    2.220000000		109.057		102.877		104.346		77.2757		
    2.240000000		111.437		107.074		108.177		62.0615		
    2.260000000		109.71		113.512		112.993		62.4418		
    2.280000000		117.754		96.8788		112.272		61.1201		
    2.300000000		109.207		104.498		111.648		44.2745		
    2.320000000		104.176		105.583		107.404		34.5541		
    2.340000000		105.377		99.5843		109.15		62.8417		
    2.360000000		110.006		111.361		114.632		83.8905		
    2.380000000		117.683		104.021		112.751		96.4344		
    2.400000000		116.113		101.018		107.15		98.0656		
    2.420000000		106.185		112.088		110.845		88.4739		
    2.440000000		102.437		100.808		115.067		81.5071		
    2.460000000		102.979		101.844		114.724		75.0763		
    2.480000000		106.433		105.199		109.441		23.4961		
