###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#
#     time		PeriodicTorsion%1:2,4,6,8		
    0.000000000		-78.2418		
    1.000000000		-152.314		
    2.000000000		-117.075		
    3.000000000		-70.656		
    4.000000000		-75.6705		
    5.000000000		-152.314		
    6.000000000		-109.621		
    7.000000000		-93.2874		
    8.000000000		-103.666		
    9.000000000		-98.2283		
   10.000000000		-90.6442		
   11.000000000		-41.7948		
   12.000000000		-50.9361		
   13.000000000		-75.9339		
   14.000000000		-129.467		
   15.000000000		-129.771		
   16.000000000		-83.5358		
   17.000000000		-70.8048		
   18.000000000		-143.748		
   19.000000000		-100.828		
   20.000000000		-91.1645		
   21.000000000		-52.2939		
   22.000000000		-56.9829		
   23.000000000		-41.4442		
   24.000000000		-143.608		
   25.000000000		-116.393		
   26.000000000		-146.856		
   27.000000000		-70.5702		
   28.000000000		-84.158		
   29.000000000		-154.863		
   30.000000000		-71.5752		
   31.000000000		-78.1681		
   32.000000000		-45.3107		
   33.000000000		-71.2706		
   34.000000000		-71.7109		
   35.000000000		-75.0221		
   36.000000000		-91.5401		
   37.000000000		-91.2435		
   38.000000000		-115.549		
   39.000000000		-71.8174		
   40.000000000		-157.688		
   41.000000000		-158.776		
   42.000000000		-104.028		
   43.000000000		-131.537		
   44.000000000		-122.978		
   45.000000000		-144.063		
   46.000000000		-75.1142		
   47.000000000		-74.3934		
   48.000000000		-88.7896		
   49.000000000		-140.12		
   50.000000000		-148.778		
   51.000000000		-174.936		
   52.000000000		-116.707		
   53.000000000		-124.487		
   54.000000000		-103.492		
   55.000000000		-68.5857		
   56.000000000		-90.2701		
   57.000000000		-88.577		
   58.000000000		-83.9955		
   59.000000000		-119.996		
   60.000000000		-57.773		
   61.000000000		-105.137		
   62.000000000		-66.6006		
   63.000000000		-74.767		
   64.000000000		-90.5762		
   65.000000000		-105.18		
   66.000000000		-73.0921		
   67.000000000		-125.252		
   68.000000000		-51.8859		
   69.000000000		-117.39		
   70.000000000		-144.138		
   71.000000000		-126.001		
   72.000000000		-141.873		
   73.000000000		-124.758		
   74.000000000		-162.322		
   75.000000000		-153.658		
   76.000000000		-114.266		
   77.000000000		-105.844		
   78.000000000		-78.1572		
