###### GATHER WARNING ######
# NO Gathering method specified ! 
# Thus : if the system is requested to be gathered, 
# the gathering will be done according to the 1st atom of the previous molecule
#
#     time		PeriodicTorsion%1:2,4,6,8		
    0.000000000		-173.517		
    1.000000000		-116.222		
    2.000000000		-146.006		
    3.000000000		-36.9286		
    4.000000000		-96.8555		
    5.000000000		-135.986		
    6.000000000		-69.3527		
    7.000000000		-27.69		
    8.000000000		-61.8604		
    9.000000000		-98.3753		
   10.000000000		-117.799		
   11.000000000		-146.713		
   12.000000000		-143.285		
   13.000000000		-126.346		
   14.000000000		-104.177		
   15.000000000		-124.468		
   16.000000000		-114.7		
   17.000000000		-75.612		
   18.000000000		-56.111		
   19.000000000		-117.282		
   20.000000000		-101.801		
   21.000000000		-57.2113		
   22.000000000		-77.5342		
   23.000000000		-77.9573		
   24.000000000		-96.8703		
   25.000000000		-61.0762		
   26.000000000		-83.985		
   27.000000000		-36.1971		
   28.000000000		-50.9943		
   29.000000000		-118.293		
   30.000000000		-65.1602		
   31.000000000		-176.014		
   32.000000000		-160.92		
   33.000000000		-127.483		
   34.000000000		-150.657		
   35.000000000		-68.4476		
   36.000000000		-39.533		
   37.000000000		-109.549		
   38.000000000		-62.1698		
   39.000000000		-86.3854		
   40.000000000		-144.701		
   41.000000000		-89.9075		
   42.000000000		-76.1803		
   43.000000000		-82.3011		
   44.000000000		-141.498		
   45.000000000		-161.035		
   46.000000000		-110.081		
   47.000000000		168.535		
   48.000000000		-134.276		
   49.000000000		-64.0505		
   50.000000000		-43.1229		
   51.000000000		-125.714		
   52.000000000		-108.873		
   53.000000000		-56.2024		
   54.000000000		-96.5925		
   55.000000000		-176.453		
   56.000000000		175.084		
   57.000000000		-61.5839		
   58.000000000		-125.63		
   59.000000000		-148.614		
   60.000000000		-163.684		
   61.000000000		-92.8649		
   62.000000000		-103.464		
   63.000000000		-84.5649		
   64.000000000		-26.4863		
   65.000000000		-83.8172		
   66.000000000		-75.3968		
   67.000000000		-105.358		
   68.000000000		-78.7306		
   69.000000000		-127.847		
   70.000000000		-172.261		
   71.000000000		179.303		
   72.000000000		-142.177		
   73.000000000		-166.193		
   74.000000000		-172.148		
   75.000000000		41.6787		
   76.000000000		64.5625		
   77.000000000		70.6564		
   78.000000000		67.8507		
   79.000000000		69.5546		
   80.000000000		85.9246		
   81.000000000		99.5607		
   82.000000000		83.4119		
   83.000000000		64.7046		
   84.000000000		59.3866		
   85.000000000		47.7119		
   86.000000000		82.1212		
   87.000000000		61.6008		
   88.000000000		80.974		
   89.000000000		44.419		
   90.000000000		56.2022		
   91.000000000		75.5181		
   92.000000000		83.7827		
   93.000000000		71.6925		
   94.000000000		28.17		
   95.000000000		64.2765		
   96.000000000		62.0851		
   97.000000000		76.1285		
   98.000000000		62.7411		
   99.000000000		32.5577		
  100.000000000		-1.2736		
  101.000000000		64.1947		
  102.000000000		36.1785		
  103.000000000		52.039		
  104.000000000		83.9723		
  105.000000000		85.9789		
  106.000000000		29.7885		
  107.000000000		51.6782		
  108.000000000		25.2335		
  109.000000000		-100.627		
  110.000000000		-6.50293		
  111.000000000		-89.8831		
  112.000000000		-95.2526		
  113.000000000		-158.371		
  114.000000000		52.5993		
  115.000000000		92.9672		
  116.000000000		97.0234		
  117.000000000		88.1411		
  118.000000000		103.403		
  119.000000000		86.5697		
  120.000000000		73.231		
  121.000000000		69.9265		
  122.000000000		70.1941		
  123.000000000		62.5221		
  124.000000000		53.3908		
  125.000000000		72.1484		
  126.000000000		37.8985		
  127.000000000		71.0314		
  128.000000000		48.668		
  129.000000000		58.5153		
  130.000000000		50.6491		
  131.000000000		42.9843		
  132.000000000		65.2918		
  133.000000000		50.3454		
  134.000000000		67.1236		
  135.000000000		89.7675		
  136.000000000		31.486		
  137.000000000		83.9028		
  138.000000000		39.6134		
  139.000000000		58.3909		
  140.000000000		63.1393		
  141.000000000		104.74		
  142.000000000		-83.2683		
  143.000000000		-109.243		
  144.000000000		-128.455		
  145.000000000		-116.769		
  146.000000000		-138.441		
  147.000000000		-139.534		
  148.000000000		-121.913		
  149.000000000		-64.1977		
  150.000000000		-114.099		
  151.000000000		-93.0677		
  152.000000000		-100.411		
  153.000000000		-62.5805		
  154.000000000		-91.815		
  155.000000000		-70.7497		
  156.000000000		35.4684		
  157.000000000		81.5362		
  158.000000000		45.2747		
  159.000000000		63.5229		
  160.000000000		84.2078		
  161.000000000		-76.6294		
  162.000000000		-74.7338		
  163.000000000		-70.7292		
  164.000000000		-40.4209		
  165.000000000		-72.0584		
  166.000000000		-102.186		
  167.000000000		63.7729		
  168.000000000		40.6523		
  169.000000000		64.2124		
  170.000000000		95.7235		
  171.000000000		35.0394		
  172.000000000		64.3517		
  173.000000000		73.1209		
  174.000000000		67.6467		
  175.000000000		-13.9715		
  176.000000000		-125.64		
  177.000000000		-92.4424		
  178.000000000		-81.7886		
  179.000000000		-45.5273		
  180.000000000		-171.901		
  181.000000000		-107.141		
  182.000000000		-129.53		
  183.000000000		-75.5713		
  184.000000000		-148.985		
  185.000000000		-72.6223		
  186.000000000		-60.7313		
  187.000000000		-112.446		
  188.000000000		-96.5826		
